name,tf,dicts,corpus,title,dmap
ugros,17,0.0911,0,0.041,cfjq
uguei,1,0.01,0,0,cfj
uguem,0,0.01,0,0,cfj
ugues,28,0.01,0,0,cfj
uiais,1,0.01,0,0,cfj
uiapé,0,0.9999,0,0,cdfghijkm
uiara,545,1,0.0006,0,acdfghijklmoqs
uiari,0,0.999,0,0,cdfghijk
uigur,1647,0.9999,0.002,0,cdfghijks
uiqué,178,1,0.0037,0.004,cdfghijklmos
uiruu,0,0.999,0,0,cdfghijk
uirás,3,0.0911,0,0.041,cfgj
uivai,256,0.99,0,0,bcdfhij
uivam,4376,0.99,0.0037,0,bcdfhij
uivar,11265,1,0.0376,0,abcdfghijklmoqrst
uivas,64,0.99,0,0,bcdfhij
uivei,288,0.99,0.0002,0,bcdfhij
uivem,251,0.99,0.0006,0,bcdfhij
uives,1,0.99,0,0,bcdfhij
uivos,15057,0.9999,0.0119,0,bcdfghijk
uivou,2814,0.99,0.0011,0,bcdfhij
ujará,2,0.9999,0,0.0041,cdfghijkm
ujica,16,1,0,0.004,cdfghijklmqs
ulana,12,0.01,0,0,cfj
ulano,69,1,0.0002,0,cdfghijklmoqs
ulaus,0,0.01,0,0,cfj
ulcas,2,0.01,0,0,cfj
uleda,0,1,0,0,cdfghijklmq
uleia,0,0.999,0,0,cdfghijk
ulema,766,1,0.0212,0.0021,cdfghijkmoqrs
uliia,1,0.9999,0,0,cdfghijkm
ulite,14,1,0,0,cdfghijklmoqs
ulmos,45,0.01,0.0001,0,cfj
ulnal,64,1,0.0001,0,acdfghijklmoqs
ulnar,7604,1,0.002,0,cdfghijkmqs
ulnas,38,0.01,0.0001,0,cfj
uloma,1,0.99,0,0,cdfhjmo
ulons,0,0.01,0,0,cfj
ulopa,4,0.999,0,0,cdfghijk
ulose,2,0.9999,0,0,cdfghijkm
ulota,0,0.999,0,0,cdfghijk
ulrei,3,1,0,0,cdfghijkmo
ultas,64,0.01,0,0,cfj
ultor,73,1,0.0002,0,acdfghijklmoqst
ultos,49,0.01,0,0,cfj
ultra,521854,1,0.2922,0,abcdfghijkmoqs
uluas,0,0.01,0,0,cfj
uluba,0,0.999,0,0,cdfghijk
uluco,1,1,0,0,cdfghijklmq
ulufe,0,0.999,0,0,cdfghijk
ulula,732,0.99,0.0658,0.0021,bcdfhij
ulule,84,0.99,0,0,bcdfhij
ululo,56,1,0.0001,0,bcdfhijkmoqrt
ulvas,2,0.01,0,0,cfj
uládi,0,0.99,0,0,cdfghjk
umans,124,0.001,0,0,lq
umari,1374,1,0.0006,0.0041,cdfghijklmoqs
umaum,120,0.001,0.0001,0,qr
umauá,1,0.9999,0,0.0041,cdfghijkm
umbla,6,0.99,0.0001,0,cfjlmqs
umblo,0,1,0,0,cdfghijklmq
umbos,115,0.01,0.0001,0,cfj
umboá,0,0.99,0,0,cdfghjk
umbra,4849,0.999,0.0066,0,cdfhjmoq
umbro,5417,1,0.002,0,acdfghijklmoqrst
umbus,636,0.01,0.0006,0,cfj
umbés,0,0.01,0,0,cfj
umeri,0,0.999,0,0,cdfghijk
umiri,89,1,0.0001,0,cdfghijklmoqs
umões,0,0.01,0,0,cfj
unada,4,0.01,0,0,cfj
unade,23,0.999,0,0,cdfghijk
unado,0,0.01,0,0,cfj
unais,260,0.99,0.0001,0,bcdfhij
unamo,1832,0.01,0.0003,0,cfj
unani,184,0.9999,0.0001,0,cdfghijkm
unará,0,0.01,0,0,cfj
unaus,0,0.01,0,0,cfj
unava,0,0.01,0,0,cfj
uncis,4,0.01,0,0,cfj
uncos,14,0.01,0,0,cfj
undai,17,1,0,0,cdfghijklmq
undam,6,0.01,0,0,cfj
undar,35,0.9999,0.0001,0,cdfghijkm
undas,100,0.01,0,0,cfj
undei,0,0.01,0,0,cfj
undem,11,0.01,0,0,cfj
undes,4,0.01,0,0.225,cfj
undos,579,0.999,0.0001,0,cdfghijk
undou,45,0.01,0,0,cfj
unedo,699,0.999,0.0002,0,cdfghijk
uneis,2,0.01,0,0,cfj
unela,0,0.01,0,0,cfj
unelo,1,0.999,0,0,cdfghijk
unemo,35,0.99,0,0,bcdfhij
ungem,876,0.99,0.0001,0,bcdfhij
unges,1955,0.99,0.0003,0,bcdfhij
ungia,1421,0.99,0.0003,0,bcdfhij
ungir,16294,1,0.0376,0,abcdfghijklmoqrst
ungis,411,0.99,0.0002,0,bcdfhij
ungiu,22726,0.99,0.0066,0,bcdfhij
ungui,39,1,0.0002,0,acdfghijklmoqs
ungás,0,0.01,0,0,cfj
unhai,0,0.5,0,0,cdfhj
unham,161,0.5,0.0001,0,cdfhj
unhar,571,1,0.0003,0,acdfghijklmoqst
unhas,1490434,1,0.4268,0,bcdfghijlmnopqs
unhei,24,0.5,0.0001,0,cdfhj
unhem,0,0.5,0,0,cdfhj
unhes,0,0.5,0,0,cdfhj
unhou,191,0.5,0.0002,0,cdfhj
unhão,939,1,0.0003,0,cdfghijklmoqs
uniam,13334,0.99,0.0658,0,bcdfhij
unias,161,0.99,0.0001,0,bcdfhij
unida,184044,0.999,0.2922,0,bcdfghij
unido,1345193,1,0.9994,0.6199,abcdfghijklmnoqrst
unimo,1495,0.99,0.0002,0,bcdfhij
unioa,0,0.999,0,0,cdfghijk
unios,189,0.01,0.0001,0.3101,cfj
unira,19519,0.99,0.4268,0.0021,bcdfhij
unita,52728,0.999,0.0011,0.0044,cdfghijk
união,5761713,1,0.9994,0.3348,abcdfghijklmnopqrst
unjam,198,0.5,0,0,cdfhj
unjas,870,0.5,0,0,cdfhj
unlós,0,0.01,0,0,cfj
unona,0,0.9999,0,0,cdfghijkm
untai,40,0.99,0,0,bcdfhij
untam,554,0.99,0.0006,0,bcdfhij
untar,45495,1,0.0212,0,abcdfghijklmnoqrst
untas,316,0.99,0.0002,0,bcdfhij
untei,2959,0.99,0.0003,0,bcdfhij
untem,204,0.99,0,0,bcdfhij
untes,46,0.99,0,0,bcdfhij
untor,13,0.999,0,0,cdfghijk
untou,1568,0.99,0.0006,0,bcdfhij
untre,22,0.001,0,0,lm
untué,0,0.9999,0,0,cdfghijkm
unças,0,0.01,0,0,cfj
unção,257839,1,0.8137,0.0139,abcdfghijklmoqrst
uongo,18,0.999,0,0,cdfghijk
upada,1453,0.01,0.0001,0,cfj
upado,4919,0.9089,0.0006,0,cdfhjn
upais,0,0.5,0,0,cdfhj
upamo,0,0.01,0,0,cfj
upara,241,0.5,0.0006,0.004,cdfhj
upava,483,0.5,0,0,cdfhj
upeis,0,0.5,0,0,cdfhj
upema,0,0.9999,0,0,cdfghijkm
upemo,0,0.01,0,0,cfj
uperu,0,0.9999,0,0,cdfghijkm
upião,0,0.999,0,0,cdfghijk
upupa,80,0.9999,0,0,cdfghijkm
uquis,0,0.01,0,0,cfj
uraca,81,1,0.0001,0,cdfghijklmqs
urago,19,1,0,0,cdfghijklmq
urais,428,0.5,0.0119,0,acfgj
urali,1,0.9999,0,0,cdfghijkm
uralo,193,0.01,0.0006,0,dgh
urana,151,0.01,0.0002,0.175,cfj
urane,1,0.01,0,0,cfj
urare,1,0.999,0,0,cdfghijk
urari,3,0.999,0,0,cdfghijk
urato,2398,1,0.0003,0,adhklmoqrs
uraçu,6,1,0,0,cdfghijkmo
urbes,7383,0.5,0.0011,0,cdfhj
urcas,168,0.5,0.0001,0,cdfhj
urcos,40,0.01,0,0,cfj
urdam,7,0.99,0,0,bcdfhij
urdas,0,0.99,0,0,bcdfhij
urdem,866,0.99,0.0001,0,bcdfhij
urdes,77,0.99,0,0,bcdfhij
urdia,1064,0.99,0.0011,0,bcdfhij
urdim,0,0.01,0,0,lmq
urdir,2882,1,0.0037,0,abcdfghijklmnoqrst
urdis,2,0.99,0,0,bcdfhij
urdiu,1081,0.99,0.0011,0,bcdfhij
urdus,8,0.5,0,0,cdfhj
uredo,37,1,0.0001,0,cdfghijklmoqst
ureia,73836,1,0.9624,0.0025,abcdfghijklmoqrs
urgem,2899,0.99,0.0006,0,cdefhij
urges,332,0.99,0.0006,0,cdefhij
urgia,4509,0.999,0.0212,0,bcdfhijm
urgir,1504,1,0.002,0,abcdfghijklmnoqrst
urgis,0,0.99,0,0,bcdfhij
urgiu,986,0.99,0.0011,0,bcdfhij
urias,1842,0.0911,0.0006,0.0394,acfj
urida,0,0.01,0,0,lmq
urina,388262,1,0.9881,0.002,abcdfghijklmopqrs
urine,2902,0.99,0.0037,0,bcdfhij
urino,2310,0.99,0.0003,0,bcdfhij
urins,3,0.01,0,0,cfj
urivi,0,0.001,0,0,lq
urjal,21,0.01,0,0,lmq
urjam,0,0.99,0,0,bcdfhij
urjas,0,0.99,0,0,bcdfhij
urnas,310564,0.9999,0.1863,0,bcdfghijm
urose,1,0.0911,0,0,lmqs
urrai,1,0.99,0,0,bcdfhij
urram,1276,0.99,0.0002,0,bcdfhij
urrar,5471,1,0.0212,0,abcdfghijklmoqrst
urras,565,0.99,0.0011,0,bcdfhij
urrei,620,0.99,0,0,bcdfhij
urrem,80,0.99,0.0001,0,bcdfhij
urres,1,0.99,0,0.0041,bcdfhij
urros,11790,0.9999,0.0119,0.0041,bcdfghijk
urrou,3480,0.99,0.0011,0,bcdfhij
ursas,2952,0.99,0.0003,0,bcdfhij
ursos,105603,0.999,0.1126,0,bcdfghij
urubu,53674,1,0.1863,0,abcdfghijklmoqrs
urubá,676,0.99,0.0006,0.0041,dhlmoqs
urumi,49,0.01,0.0002,0.1836,dho
urumã,5,0.01,0.0001,0,dho
urupá,5361,1,0.1126,0.4766,acdfghijkmoq
urupê,141,1,0.0003,0.004,acdfghijklmoqs
ururi,1,0.01,0,0,lmq
urutu,2141,1,0.0037,0,acdfghijklmoqs
uruxi,1,0.9089,0,0,dhlmoq
uruçu,6041,1,0.4268,0.0021,acdfghijklmoqs
urzal,230,1,0.0011,0,acdfghijklmoqs
urzes,3918,0.99,0.0066,0,cdfghjm
usada,2081619,1,0.4268,0,bcdfhijmpqr
usado,9817843,1,0.4268,0,abcdfhijklmnopqrst
usais,1423,0.99,0.0002,0,bcdfhij
usamo,1080,0.99,0.0006,0,bcdfhij
usara,119322,0.99,0.9881,0.0021,bcdfhij
usava,568067,0.999,0.2922,0,bcdfhijm
useis,3680,0.99,0.0002,0,bcdfhij
usemo,209,0.99,0.0001,0,bcdfhij
usgas,0,0.01,0,0,cfj
usina,580326,1,0.9989,0.168,abcdfghijkmnopqrst
usine,1360,0.5,0.0006,0,cdfhj
usino,40,0.5,0,0,cdfhj
usita,1,0.5,0,0.0079,cdfhj
usite,11,0.5,0,0,cdfhj
usito,0,0.5,0,0,cdfhj
usmai,0,0.01,0,0,cfj
usmam,0,0.01,0,0,cfj
usmar,1,1,0,0,cdfghijklmq
usmas,1,0.01,0,0,cfj
usmei,0,0.01,0,0,cfj
usmem,1,0.01,0,0.2903,cfj
usmes,1,0.01,0,0,cfj
usmou,0,0.01,0,0,cfj
usque,2661,0.0911,0.002,0,dhoq
ussas,24,0.01,0,0,cfj
ussia,29,1,0,0.004,cdfghijklm
ustam,3,0.01,0,0,cfj
ustas,61,0.01,0,0,cfj
ustem,0,0.01,0,0,cfj
ustes,55,0.01,0,0,cfj
ustir,3,1,0,0,cdfghijkqs
ustis,0,0.01,0,0,cfj
ustiu,0,0.01,0,0,cfj
ustos,471,0.999,0,0,cdfghijk
ustão,46,1,0.0002,0,acdfghijklmoqst
usual,201154,1,0.4268,0,abcdfghijklmnoqrst
usura,31897,1,0.9342,0.0044,abcdfhijklmnoqrst
usure,243,0.5,0.0001,0,cdfhj
usuro,0,0.5,0,0,cdfhj
utada,309,0.01,0.0001,0,cfj
utado,109,0.5,0,0,cdfhj
utais,0,0.5,0,0,cdfhj
utamo,199,0.01,0,0,cfj
utana,63,0.999,0.0001,0,cdfghijk
utara,974,0.5,0.002,0.0041,cdfhj
utata,0,1,0,0,cdfghijklmq
utava,0,0.5,0,0,cdfhj
utemo,3,0.01,0,0,cfj
utena,129,1,0,0,cdfghijklmqs
utfpr,61557,0.0911,0.0003,0,gijk
utias,5,0.01,0,0,cfj
utota,0,1,0,0,cdfghijklmq
utras,2742,0.01,0.002,0,cfj
uvada,168,0.9089,0.0001,0,dhlmqs
uvaia,2236,1,0.0006,0,acdfghijklmoqs
uvala,90,0.0911,0,0,cfjq
uvato,0,0.999,0,0,cdfghijk
uvaça,3,1,0,0,cdfghijklmoqs
uvaçu,0,0.9999,0,0,cdfghijkm
uveal,463,1,0.0002,0,cdfghijkmr
uviar,0,0.01,0,0,lmq
uvita,140,0.01,0,0,cfj
uvite,0,0.999,0,0,cdfghijk
uvona,0,0.5,0,0,cdfhj
uxins,0,0.01,0,0,cfj
uxiva,0,0.999,0,0,cdfghijk
uxtes,0,0.01,0,0,cfj
uágua,0,0.99,0,0,cdfghjk
uédis,1,0.01,0,0,cfj
uéuas,0,0.01,0,0,cfj
uíste,195,0.9089,0.0376,0.0081,dhmors
vaali,0,1,0,0,acdfghijklmq
vacai,4,0.5,0,0.0081,cdfhj
vacal,78,1,0.0001,0,acdfghijkmo
vacam,73,0.5,0,0,cdfhj
vacar,102,1,0.0001,0,acdfghijklmoqst
vacas,269129,0.9999,0.1863,0,bcdfghijr
vaceu,0,0.9999,0,0,acdfghijk
vacou,110,0.5,0.0001,0,cdfhj
vacum,4667,1,0.002,0,acdfghijklmoqs
vacus,0,0.01,0,0,cfj
vacuá,897,1,0.0037,0.004,cdfghijkmo
vacão,375,1,0.0001,0.004,acdfghijklmqs
vades,5176,0.99,0.002,0.0041,bcdfhij
vadeu,0,0.9999,0,0,acdfghijk
vadeá,22,0.9089,0,0,bcdfhj
vadia,429402,1,0.8137,0.0058,bcdfhijmnoqr
vadie,46,0.99,0,0,bcdfhij
vadio,27117,1,0.0658,0.004,abcdfhijklmoqrst
vafro,1,1,0,0,acdfghijklmqs
vagai,31,0.99,0,0,bcdfhij
vagal,6698,1,0.0037,0,acdfghijkmos
vagam,17239,0.99,0.0212,0,bcdfhij
vagar,69821,1,0.4268,0.004,abcdfghijklmoqrst
vagas,4889903,0.99,0.2922,0,bcdfhij
vagem,46017,1,0.0658,0,abcdfghijklmoqrst
vages,33,0.5,0,0,cdfhj
vageá,3,0.01,0,0.2903,cfj
vagia,233,0.99,0.0001,0,bcdfhij
vagir,82,1,0.0002,0,abcdfghijklmoqst
vagis,6,0.99,0,0.0041,bcdfhij
vagiu,15,0.99,0,0,bcdfhij
vagos,80657,1,0.1126,0,bcdfghijkq
vagou,7086,0.99,0.0119,0,bcdfhij
vague,11095,0.99,0.0212,0,bcdfhij
vagão,82735,1,0.4268,0,abcdfghijklmoqrs
vaiai,3,0.99,0,0,bcdfhij
vaiam,3460,0.99,0.0011,0,bcdfhij
vaiar,16939,1,0.1126,0,abcdfghijklmoqrst
vaias,68568,0.999,0.1126,0,bcdfhijm
vaiei,400,0.99,0.0001,0,bcdfhij
vaiem,931,0.99,0.0006,0,bcdfhij
vaies,29,0.99,0.0001,0,bcdfhij
vaija,0,0.01,0,0,lmq
vaila,445,0.9999,0.0002,0,cdfghijkq
vaiou,6991,0.99,0.002,0,bcdfhij
vaipe,358,1,0.0001,0,cdfghijkqs
vaira,298,0.9999,0.0002,0,cdfghijkq
vaitá,49,0.99,0.0001,0.0081,cdfghjk
vaixá,121,1,0.0011,0.0037,cdfghijklmoqs
vaiús,0,0.01,0,0,cfj
vajam,208,0.5,0,0,cdfhj
vajas,2,0.5,0,0,cdfhj
vajés,0,0.01,0,0,cfj
valai,1,0.5,0,0,cdfhj
valam,244,0.5,0.0001,0,cdfhj
valar,2041,1,0.0037,0,acdfghijklmoqrst
valas,43512,1,0.1126,0,bcdfghijpq
valda,2123,0.01,0.0003,0,cfj
valdo,4716,1,0.0037,0.004,acdfghijklmoqs
valei,5380,0.99,0.0037,0.0041,bcdfhij
valem,409839,0.999,0.1126,0,bcdfhijm
valer,802058,1,0.4268,0.004,abcdfghijklmnoqrst
vales,235461,0.9999,0.2922,0.0029,bcdfghijq
valeu,1205257,0.999,0.1126,0.002,bcdfhijm
valga,845,0.0911,0.0003,0,cfgj
valgo,5398,1,0.002,0,cdfghijklmos
valha,136104,0.9999,0.1126,0,bcdfhijmq
valho,13247,0.999,0.0119,0,bcdfhijm
valia,430439,1,0.9989,0.0047,abcdfghijklmnoqrst
valie,186,0.01,0.0001,0,cfj
valle,30201,0.001,0.0119,0.2501,al
valor,12687060,1,0.4268,0,abcdfghijklmnoqrst
valos,3199,0.9999,0.0037,0,bcdfghijk
valou,870,0.5,0,0,cdfhj
valsa,145841,1,0.9624,0.0127,abcdfhijklmoqrs
valse,1201,0.5,0.0011,0.008,cdfhj
valso,175,0.5,0.0006,0,cdfhj
valva,11691,1,0.0066,0,acdfghijklmnoqrs
valvu,73,0.999,0,0,cdfghijk
valão,5816,1,0.0376,0,cdfghijklmoqrs
vamos,8513100,0.9999,0.4268,0.0014,bcdfghijp
vampe,110,1,0.0006,0,acdfghijkmoqs
vampi,429,1,0.002,0,cdfghijkmo
vancê,1368,0.5,0.0002,0,dhmos
vanda,80211,0.9999,0.5732,0.017,acfhjlmqs
vande,523,0.01,0.0003,0.1833,cfj
vando,4396,0.01,0.0006,0,cfj
vanga,320,0.999,0.0001,0.004,cdfghijk
vante,4179,1,0.0066,0,cdfghijklmoqs
vanza,34,0.01,0,0,lmq
vapas,12,0.01,0,0,cfj
vapis,0,0.01,0,0,cfj
vapor,655246,1,0.5732,0,abcdfghijklmopqrst
vapuã,0,0.9999,0,0,cdfghijkq
vaque,156,0.5,0,0.008,cdfhj
varai,58,0.99,0.0002,0,bcdfhij
varal,86580,1,0.1126,0,acdfghijklmoqrst
varam,1957,0.99,0.0002,0,bcdfhij
varar,6834,1,0.0376,0,abcdfghijklmnoqrst
varas,114181,0.999,0.2922,0,bcdfghij
varec,0,0.001,0,0,lq
varei,1113,0.99,0.0006,0,bcdfhij
varem,217,0.99,0.0001,0,bcdfhij
vares,479,0.99,0.0003,0,bcdfhij
vareá,339,0.01,0.0001,0.2263,cfj
varga,2500,1,0.0119,0,cdfhjlmoqs
varge,212,1,0.0001,0,cdfghijklmq
varia,767141,1,1,0.0027,bcdfhijlmopqst
varie,16284,0.99,0.0658,0.0041,bcdfhij
varig,22380,0.5,0.002,0,abdhi
vario,33551,1,0.9997,0.0024,abcdfghijklmnoqrst
varis,2133,0.01,0.0006,0,cfj
variz,1141,1,0.0011,0,acdfghijklmoqrs
varja,91,1,0.0001,0,acdfghijklmoqst
varli,3,0.999,0,0.004,cdfghijk
varna,723,0.01,0.0011,0,cfj
varno,98,0.999,0,0,cdfghijk
varoa,3312,1,0.002,0,cdfghijkoqst
varou,4437,0.99,0.002,0,bcdfhij
varra,3862,0.99,0.0037,0,bcdfhij
varre,33460,0.999,0.9788,0,bcdfghij
varri,2232,0.99,0.0006,0,bcdfhij
varro,2294,0.99,0.0066,0.0041,bcdfhij
varve,8,1,0,0,cdfghijkoq
varvo,0,0.999,0,0,cdfghijk
varão,85729,1,0.1863,0,abcdfghijklmnoqrst
vasal,55,0.999,0.0001,0,cdfghijk
vasas,644,0.5,0.0002,0,cdfhj
vasca,6121,1,0.1863,0.0081,cdfhjlmoqst
vasco,1647268,1,0.9342,0.4865,acdfghjlmoqs
vasol,0,0.9999,0,0,cdfghijkm
vasos,543897,0.999,0.2922,0,bcdfhijm
vassá,537,1,0.0011,0.004,cdfghijklm
vasta,573218,1,0.9788,0.0024,bcdfhijlmqr
vaste,334,0.5,0.0001,0,cdfhj
vasto,383022,1,0.4268,0,abcdfhijklmnoqrst
vasão,3763,0.5,0.0003,0,cdfhj
vatas,64,0.01,0,0,cfj
vatel,235,1,0.0001,0,cdfghijklmq
vates,2264,0.5,0.0011,0,cdfhj
vatus,1,0.01,0,0,cfj
vauló,0,0.001,0,0,lm
vaurá,15,0.9999,0,0.0041,cdfghijkm
vavas,35,0.01,0,0,cfj
vazai,3,0.99,0,0,bcdfhij
vazam,17121,0.99,0.0376,0,bcdfhij
vazar,61504,1,0.1863,0,abcdfghijklmnoqrst
vazas,2759,0.999,0.0006,0,bcdfghij
vazei,1637,0.99,0.002,0,bcdfhij
vazem,2869,0.99,0.002,0,bcdfhij
vazes,2304,0.99,0.0011,0,bcdfhij
vazia,574504,1,0.9788,0.0038,bcdfhijlmoqs
vazie,1,0.5,0,0,cdfhj
vazio,1304860,1,0.4268,0.002,abcdfhijklmnoqrst
vazou,100669,0.99,0.0658,0,bcdfhij
vazão,214626,1,0.4268,0,abcdfghijklmnoqrst
veada,474,0.9999,0.002,0,cdfhjlmqs
veado,62575,1,0.1863,0,abcdfghijklmnoqrs
vebas,43,0.01,0,0,cfj
vectã,66,0.01,0,0,cfj
vedai,1,0.99,0,0,bcdfhij
vedal,0,0.999,0,0,cdfghijk
vedam,5740,0.99,0.0037,0,bcdfhij
vedar,27390,1,0.1863,0,abcdfghijklmnoqrst
vedas,3321,0.999,0.0212,0.0041,bcdfhijq
vedei,422,0.99,0.0001,0,bcdfhij
vedem,1917,0.99,0.0066,0,bcdfhij
vedes,22215,0.99,0.0037,0,bcdfhij
vedor,2680,1,0.002,0.004,acdfghjlmnoqrst
vedou,6141,0.99,0.002,0,bcdfhij
vedra,462,0.5,0.0002,0,cdfhj
vedro,291,1,0.0001,0,cdfghijklmnoqs
veeme,27,0.9999,0,0,cdfghijkm
veiai,0,0.5,0,0,cdfhj
veiam,130,0.5,0.0002,0,cdfhj
veiar,30,1,0.0001,0,acdfghijklmos
veias,263214,0.99,0.1863,0.0027,bcdfhij
veiei,0,0.5,0,0,cdfhj
veiem,57,0.5,0.0001,0,cdfhj
veies,63,0.5,0,0,cdfhj
veiga,36145,1,0.0119,0.004,acdfghijklmoqst
veios,25125,0.999,0.0658,0.004,cdfghijk
veiou,60,0.5,0.0002,0,cdfhj
veira,2089,0.01,0.0002,0,cfj
veiro,614,1,0.0006,0.004,cdfghijklmoqs
veiza,0,0.001,0,0,lq
vejai,26,0.0911,0,0.041,bdhi
vejam,678380,0.99,0.0658,0,bcdfhij
vejas,17380,0.99,0.0037,0,bcdfhij
velai,1475,0.99,0.0002,0.0041,bcdfhij
velam,8107,0.99,0.0066,0,bcdfhij
velar,41038,1,0.1863,0,abcdfghijklmnoqrst
velas,529873,0.999,0.2922,0,bcdfghij
velei,909,0.99,0.0003,0,bcdfhij
velem,1185,0.99,0.0003,0.0041,bcdfhij
veles,477,0.99,0.0006,0.0081,bcdfhij
velga,38,0.01,0,0,lmq
velha,1846979,1,0.4268,0.002,bcdfghijlmnoqrst
velho,3342696,1,0.5732,0.002,abcdfghijklmoqrst
velon,32,0.999,0,0.0081,cdfghijk
velos,5306,0.999,0.002,0.004,cdfghijk
velou,2175,0.99,0.0037,0,bcdfhij
veloz,160601,1,0.4268,0,abcdfghijklmnoqrst
velta,488,0.999,0.0003,0,cdfghijk
vemos,1449768,0.9999,0.2922,0,bcdfhijmp
venal,28672,1,0.1126,0,abcdfghijklmnoqrst
vence,966901,0.99,0.9989,0.0014,bcdfhij
venci,57123,0.99,0.0376,0.008,bcdfhij
venda,10473898,1,0.9997,0.2204,abcdfghijklmopqrst
vende,1115102,0.999,0.9994,0.0014,bcdfhijm
vendi,71709,0.99,0.0376,0.004,bcdfhij
vendo,2364390,1,0.1863,0,bcdfhijmpq
venha,1979027,0.999,0.1863,0,bcdfghij
venho,1009111,0.999,0.1126,0,bcdfhijm
venta,59667,1,0.9934,0.0021,abcdfghijklmoqrst
vente,3810,1,0.0066,0.004,bcdfhijlmq
vento,2099493,1,0.5732,0,abcdfghijklmopqrst
vença,97316,0.99,0.0658,0,bcdfhij
venço,7701,0.99,0.0066,0,bcdfhij
vepre,1,0.999,0,0,cdfghijk
vepsa,0,1,0,0,cdfghijklmq
veras,156980,1,0.998,0.0116,abcdfghijklmnqst
veraz,6705,1,0.0376,0,acdfghijklmoqrst
verba,441796,1,0.4268,0,abcdfhijklmnoqrst
verbi,2469,0.5,0.0006,0,dghij
verbo,842093,1,0.9994,0.1391,abcdfghijklmoqrst
verde,6264879,1,0.9997,0.4434,abcdfghijklmnopqrst
verei,75353,0.99,0.0119,0,bcdfhij
verem,311252,0.99,0.1863,0,bcdfhij
veres,34357,0.99,0.0037,0,bcdfhij
vereá,1043,0.01,0.0001,0.295,cfj
verga,27290,1,0.998,0.0043,abcdfghijklmnoqrst
vergo,1457,0.5,0.0037,0,cdfhj
vergê,3655,1,0.0658,0.0037,cdfghijkmos
veria,102733,0.99,0.1863,0.004,bcdfhij
veril,117,0.9999,0,0,cdfghijkm
veris,1473,0.01,0.002,0.3091,cfj
verme,94571,1,0.2922,0,abcdfghijklmnoqrst
verna,4793,0.99,0.4268,0.0122,cdfhjmq
verne,3173,0.0911,0.0006,0.0756,acfj
verno,3171,1,0.0119,0,acdfhjlmoqst
verpa,60,0.999,0,0,cdfghijk
versa,472131,1,0.9963,0.0055,bcdfghijlmos
verse,13059,0.99,0.0212,0.0041,bcdfhij
verso,638448,1,0.4268,0,abcdfghijklmoqrst
verta,10673,0.99,0.0037,0,bcdfhij
verte,24136,0.99,0.8137,0,bcdfhij
verti,3365,0.99,0.002,0.0081,bcdfhij
verto,2111,0.99,0.002,0.0041,bcdfhij
verve,26459,1,0.0658,0,acdfghijkmoqrs
verão,2966144,1,0.5732,0.0019,abcdfghijklmopqrst
verça,484,1,0.0003,0,cdfghijkmqs
verós,0,0.01,0,0,cfj
vesco,194,1,0.0006,0,cdfghijklmoqst
vesga,6953,0.999,0.0119,0,bcdfhijq
vesgo,15262,1,0.0212,0,abcdfghijklmnoqst
vespa,29914,1,0.2922,0,abcdfghijklmoqrst
vessa,774,0.5,0.002,0.0079,cdfhj
vesse,3462,0.5,0.0011,0,cdfhj
vesso,214,0.9089,0.0001,0,cdfhjq
vesta,17142,0.5,0.2922,0.112,cfhjr
veste,407831,1,0.5732,0,abcdfghijklmoqrst
vesti,76686,0.99,0.0376,0.004,bcdfhij
vesto,202,0.0911,0.0001,0,cfjl
vetai,0,0.99,0,0,bcdfhij
vetam,3256,0.99,0.0002,0,bcdfhij
vetar,51775,1,0.1126,0,abcdfghijkmoqrst
vetas,206,0.99,0.0001,0,bcdfhij
vetei,749,0.99,0.0006,0,bcdfhij
vetem,396,0.99,0,0,bcdfhij
vetes,143,0.99,0,0,bcdfhij
vetor,244394,1,0.1126,0.0028,abcdfghijkmoqrst
vetos,59994,0.999,0.0376,0,cdfghijk
vetou,35081,0.99,0.0376,0,bcdfhij
vetão,71,1,0.0002,0,cdfghijkqs
vexai,0,0.99,0,0,bcdfhij
vexam,257,0.99,0.0001,0,bcdfhij
vexar,1220,1,0.0011,0,abcdfghijklmnoqrst
vexas,141,0.99,0,0,bcdfhij
vexei,2,0.99,0,0,bcdfhij
vexem,19,0.99,0,0,bcdfhij
vexes,1478,0.99,0.0006,0.0041,bcdfhij
vexou,210,0.99,0.0001,0,bcdfhij
vezai,0,0.5,0,0,cdfhj
vezam,0,0.5,0,0,cdfhj
vezar,24,1,0.0002,0,acdfghijklmoqst
vezas,530,0.5,0.0001,0,cdfhj
vezei,0,0.5,0,0,cdfhj
vezem,926,0.5,0.0003,0,cdfhj
vezer,1203,0.01,0.0001,0.1828,lmq
vezes,23083035,1,0.4268,0,abcdfhijmpqt
vezou,97,0.5,0,0,cdfhj
viada,3348,0.01,0.0001,0,cfj
viado,157028,1,0.0658,0,cdfghijklmoqrs
viage,3893,0.001,0.0066,0,lm
viais,239,0.01,0,0,cfj
viaja,423548,0.99,0.9624,0.0023,bcdfhij
viaje,84416,0.99,0.0658,0.004,bcdfhij
viajo,95379,0.99,0.0376,0.004,bcdfhij
viana,129297,1,0.0037,0.0039,abcdfghijklq
viara,223,0.999,0.0001,0,cdfghijk
vibal,6,1,0,0,cdfghijklmq
vibas,0,0.01,0,0,cfj
