name,tf,dicts,corpus,title,dmap
grebo,41,0.999,0.0001,0,cdfghijk
greco,67817,0.999,0.1126,0.008,cdfghijk
greda,753,1,0.0037,0,cdfhjlmnoqrs
grede,114,0.9999,0.0001,0,cdfghijkm
green,127181,0.0911,0.0658,0,dhmo
grega,469077,1,0.4268,0.002,bcdfghijklmoqs
grege,59,1,0.0002,0,cdfghijklmoqs
grego,778052,1,0.5732,0.002,abcdfghijklmoqrs
greia,632,0.999,0.0002,0.0041,cdfghijk
greis,363,0.5,0.0001,0,cdfhj
greja,1551,0.001,0.0001,0,lq
grejó,2,0.0911,0,0,lmqs
grela,976,1,0.0037,0.004,acdfhjlmoqs
grele,39,0.5,0,0,cdfhj
grelo,32500,1,0.2922,0.004,acdfhjklmnoqrs
gremo,70,0.999,0,0,cdfghijk
grená,23514,1,0.1126,0.0118,acdfghijkmoq
grepo,70,1,0,0,cdfghijklmq
greta,34235,1,0.9934,0.0113,acdfhjklmoqrst
grete,1522,0.5,0.0006,0,cdfhj
greto,83,0.5,0.0001,0,cdfhj
greva,174,1,0.0001,0,cdfghijkqr
greve,1336386,1,0.4268,0.004,abcdfghijklmnoqrst
grias,96,1,0,0,cdfghijklmq
grifa,2356,1,0.1126,0.0021,bcdfhijlmoqs
grife,248774,1,0.0658,0,bcdfhijmoq
grifo,82160,1,0.1863,0.0039,abcdfhijklmnoqrst
grijó,1474,0.01,0.0001,0.1826,lms
grila,5196,0.9999,0.0119,0.0022,bcdfhijqs
grile,243,0.99,0.0001,0,bcdfhij
grili,111,0.01,0.0001,0,cfj
grill,47633,0.0911,0.0066,0,dhmo
grilo,47772,1,0.2922,0,abcdfghijklmoqrs
grima,1775,1,0.0011,0.0041,cdfghijklmoqs
gripa,1837,0.9089,0.0006,0.0044,cdfhjr
gripe,631567,1,0.2922,0.002,abcdfhijklmnopqrs
gripo,888,0.5,0.0006,0,cdfhj
grisa,2946,0.5,0.0011,0.0158,cdfhj
grise,668,1,0.002,0.002,acdfghijkmoqst
griso,227,0.9999,0.0003,0,cdfhjlmqs
grisu,265,1,0.0003,0,acdfghijklmoqs
grita,352322,1,0.9881,0.0026,bcdfhijklmnoqst
grite,46697,0.99,0.0119,0.004,bcdfhij
grito,606612,1,0.5732,0.002,abcdfhijklmoqrst
griva,359,0.5,0.0001,0.0078,cdfhj
grive,110,0.5,0.0001,0,cdfhj
grivo,76,0.5,0.0002,0,cdfhj
griôs,1400,0.01,0.0001,0,cfj
grode,1,0.9999,0,0,cdfghijko
groir,12,0.9999,0,0,cdfghijkm
groja,103,0.001,0,0,lm
grola,267,0.01,0.0001,0.1459,cfj
grole,0,0.01,0,0,cfj
groló,35,1,0.0003,0,cdfghijkmoqs
groma,129,1,0.0037,0.004,cdfhjlmoqs
grome,0,0.01,0,0,cfj
gromo,47,0.999,0,0,cdfghijk
groom,2077,0.9089,0.002,0,adhoqs
gropa,1,0.01,0,0,lmq
grosa,11292,1,0.1863,0.0046,acdfhjklmoqrs
grose,88,0.5,0.0003,0,cdfhj
groso,3236,0.5,0.0002,0,cdfhj
gross,10377,0.001,0.0119,0,an
grota,6316,1,0.1126,0,acdfghijklmoqst
grous,2324,0.9089,0.0037,0,cdfghj
groxo,99,0.999,0,0,cdfghijk
grual,5,0.999,0,0,cdfghijk
gruam,0,0.5,0,0,cdfhj
gruas,16782,0.5,0.0066,0,cdfhj
gruau,53,1,0,0,cdfghijklmqs
gruda,43047,0.99,0.9342,0.0023,bcdfhij
grude,30357,1,0.0212,0,abcdfghijklmnoqst
grudo,1273,0.99,0.0003,0,bcdfhij
gruem,4,0.5,0,0,cdfhj
gruim,1,1,0,0,cdfghijklmqs
gruir,56,1,0.0001,0,acdfghijklmos
gruis,4,0.5,0,0,cdfhj
gruiu,0,0.5,0,0,cdfhj
gruja,97,0.0911,0.0003,0,dhmo
gruma,196,0.5,0.0011,0.0078,cdfhj
grume,93,0.5,0.0001,0,cdfhj
grumo,822,1,0.0037,0,acdfhjklmoqrst
gruna,138,0.99,0.0002,0,dhlmoqs
grupa,2651,0.999,0.0119,0.0028,cdfhjlmq
grupe,610,0.5,0.0002,0,cdfhj
grupo,18016074,1,0.9994,0.251,abcdfghijklmnopqrst
gruta,105605,1,0.1863,0,abcdfghijklmnopqrst
gruía,7,0.5,0,0,cdfhj
grãos,565279,0.9999,0.4268,0,bcdfghijp
gréus,0,0.01,0,0,cfj
guaco,5358,1,0.002,0,cdfghijklmoqs
guacá,1659,1,0.0212,0.008,cdfghijklm
guada,1248,0.01,0.0003,0,cfj
guado,369,0.999,0.0006,0,cdfghijk
guaia,610,1,0.0037,0.0041,cdfghjlmoq
guaie,1,0.5,0,0.0081,cdfhj
guais,789,0.01,0.0011,0,cfj
guaió,751,0.999,0.0066,0.0022,cdfghijk
guaiú,119,1,0.0002,0.004,acdfghijkmos
guaje,69,0.999,0.0001,0.004,cdfghijk
guaju,67,0.999,0.0001,0,cdfghijk
guajá,1163,1,0.0037,0.004,cdfghijkmoq
guano,3517,1,0.0376,0,acdfghijklmoqrs
guaná,2621,1,0.0212,0.0055,cdfghijkmo
guapo,10758,1,0.0658,0.4717,acdfghijklmnoqst
guare,519,0.99,0.0006,0.0044,cdfhjlm
guari,210,0.9999,0.0002,0.004,cdfhjlmqs
guaro,97,0.5,0.0003,0,cdfhj
guaru,10645,0.9999,0.002,0.4991,cdfghijko
guará,38131,1,0.8137,0.0046,acdfghijklmoqst
guató,1344,1,0.0376,0.0041,cdfghijkmos
guaus,1,0.01,0,0,cfj
guaxe,745,1,0.0003,0.004,acdfghijkmoqs
guaxi,55,1,0.0003,0,cdfghijkmos
guaxo,331,1,0.0001,0,acdfghijkmo
guaza,163,0.01,0.002,0.1455,cfj
guaze,202,0.01,0,0,cfj
guazo,0,0.01,0,0,cfj
guaçu,100298,1,0.5732,0.4773,cdfghijklmqs
gudes,533,0.5,0.0002,0,cdfhj
gudre,0,0.001,0,0,lq
gudus,0,0.01,0,0,cfj
gudão,35,0.001,0,0,lq
gueba,114,0.99,0.0001,0,cdfhjmo
guebo,102,1,0,0.004,cdfghijkmo
guedé,290,1,0.0658,0.006,cdfghijklmo
gueis,3206,0.01,0.0001,0,cfj
gueja,38,1,0,0,cdfghijklmqs
gueli,82,0.999,0,0.004,cdfghijk
gueos,0,0.001,0,0,lq
guera,2800,0.01,0.002,0.1824,cfj
guere,480,1,0.0001,0.004,cdfghijklmqs
gueri,1387,0.9999,0.0003,0.004,cdfghijkm
gueta,534,1,0.0006,0,acdfhjlmoq
guete,443,1,0.0003,0,acdfghijklm
gueto,52280,1,0.1126,0,abcdfghijkmoqrs
gueve,0,0.999,0,0,cdfghijk
guexa,31,1,0,0,cdfghijklmnoq
guexo,20,0.01,0,0,lmq
gugus,140,0.01,0,0,cfj
guiai,2185,0.99,0.0003,0,bcdfhij
guiam,37744,0.99,0.1126,0,bcdfhij
guiar,264240,1,0.4268,0,abcdfghijklmoqrst
guias,464199,1,0.2922,0.0023,bcdfghijqt
guibo,19,1,0,0,cdfghijklmqs
guibá,566,0.999,0.0001,0.0041,cdfghjko
guica,98,0.01,0,0.1839,cfj
guida,43500,0.0911,0.1863,0.2207,cfhj
guide,40556,0.01,0.0119,0.2634,cfj
guido,10223,0.0911,0.0119,0.0752,acfj
guiei,4905,0.99,0.0066,0,bcdfhij
guiem,7101,0.99,0.0066,0,bcdfhij
guies,443,0.99,0.0003,0,bcdfhij
guife,31,0.999,0,0,cdfghijk
guiga,1369,1,0.0006,0,cdfhjlmoqs
guigó,1800,1,0.0376,0.002,cdfghijklmoqs
guina,10868,1,0.0376,0.0086,acdfghjlmoqst
guino,171,0.999,0.0002,0.004,cdfhjlmq
guiné,429011,1,0.9963,0.4929,acdfghijklmoqrs
guiou,43965,0.99,0.0658,0,bcdfhij
guipá,79,0.9999,0.0001,0.004,cdfghijkm
guira,1681,1,0.0376,0.0041,cdfghijklmoqs
guiri,221,0.999,0.0002,0,cdfghijk
guisa,28959,1,0.7078,0.004,bcdfhijklmnoqs
guise,540,0.5,0.0037,0.0079,cdfhj
guiso,1255,0.5,0.0006,0.0079,cdfhj
guita,14937,1,0.0376,0.004,acdfhjlmnoqst
guiti,31,0.999,0.0001,0,cdfghijk
guito,8760,1,0.0003,0,cdfghijkrs
guiza,2054,0.01,0.0066,0.115,cfj
guize,3517,0.0911,0.0001,0.2426,cfjr
guizo,7604,1,0.0376,0.004,abcdfghijklmnoqrst
guião,52404,1,0.0119,0.0039,cdfghijklmnoqrst
guiço,27,1,0.0001,0,cdfghijkoqs
gulag,4622,0.5,0.0037,0,adhmo
gular,929,1,0.0006,0,cdfghijkmo
gulas,1173,0.01,0,0,cfj
gumba,2,0.0911,0,0,cfgj
gumbo,962,0.9999,0.0011,0,cdfghijkr
gumbé,121,0.99,0.0001,0,cdfghjk
gumes,36354,0.99,0.0376,0,bcdfhij
gunas,2023,0.01,0.0001,0,cfj
gunda,1566,0.999,0.0011,0,cfgjlmqs
gunde,34,0.999,0,0,cdfghijk
gundi,86,0.999,0.0002,0,cdfghijk
gundu,16,1,0,0,cdfghijklmo
gunes,52,0.01,0.0001,0.1836,cfj
gunfe,0,0.01,0,0,cfj
gunfo,0,0.01,0,0,cfj
gunfá,0,0.01,0,0,cfj
gunga,2714,1,0.0066,0,cdfghjlmoqs
gungo,26,0.999,0,0,cdfghijk
gunho,22,0.999,0,0,cdfghijk
gunji,101,0.999,0.0001,0,cdfghijk
guntó,5,0.99,0,0,cdfghjk
gural,848,0.999,0,0,cdfghijk
guras,829,0.01,0.0001,0,cfj
gurbi,0,0.999,0,0,cdfghijk
gurca,40,0.999,0.0001,0,cdfghijk
gurda,1364,0.01,0.0003,0,cfj
gurde,144,1,0.0001,0,acdfghijko
guria,94769,1,0.0212,0,bcdfhijkmoqrst
guris,22635,0.99,0.0037,0.0041,bcdfhij
gurma,63,1,0.0001,0,cdfghijklmoqs
gurna,0,0.5,0,0,cdfhj
gurne,0,0.5,0,0,cdfhj
gurni,2,0.5,0,0,cdfhj
gurno,0,0.5,0,0,cdfhj
guros,228,0.01,0,0,cfj
gurra,809,0.999,0.0001,0,cdfghijk
gurus,39813,0.5,0.0119,0,cdfhj
gusas,74,0.01,0.0001,0,cfj
gusla,55,1,0.0001,0,cdfghijklmqs
gusos,1,0.01,0,0,cfj
gusta,84683,0.5,0.0658,0.0102,cdfhj
guste,7200,0.5,0.0006,0,cdfhj
gusto,48349,0.5,0.0037,0.0078,cdfhj
gutai,3,0.01,0,0,cfj
gutam,0,0.01,0,0,cfj
gutar,145,0.999,0,0,cdfghijk
gutas,102,0.0911,0.0002,0,cfgj
gutei,0,0.01,0,0,cfj
gutem,258,0.01,0.0001,0,cfj
gutes,973,0.01,0.0001,0,cfj
gutos,71,0.01,0,0,cfj
gutou,3,0.01,0,0,cfj
guvos,0,0.01,0,0,cfj
guxes,0,0.01,0,0,cfj
guyot,220,0.01,0.0006,0,dho
guzos,0,0.01,0,0,cfj
gábia,780,0.99,0.0376,0.0037,cfjlmqs
gábio,36,1,0,0.0027,cdfghijklmq
gáfio,3,1,0,0,cdfghijklms
gájis,0,0.01,0,0,cfj
gálax,9048,0.9999,0.0212,0.0046,cdfghijkm
gálea,2571,1,0.0376,0.012,acdfhjlmoqs
gáleo,125,0.99,0.0001,0.0041,cdfghjk
gália,36075,1,0.9934,0.0167,abcdfhijlmqr
gálio,5215,1,0.0376,0.0041,acdfghijklmoqrs
gáseo,0,0.99,0,0,cdfghjk
gávea,22699,1,0.8137,0.0084,acdfghijklmoqrs
gázea,10,0.01,0,0.1267,cfj
gázeo,44,1,0.0002,0.004,cdfghijklmoqst
gázio,212,1,0.0002,0.004,cdfghijklmqs
gâmia,246,1,0.0002,0,cdfghijklmq
gébia,11,0.99,0,0,cdfghjk
gélis,33,0.99,0,0,cdfghjk
géron,1846,0.999,0.1863,0.4787,cdfghijk
gêmea,124937,1,1,0.0115,bcdfhijlmq
gêmeo,75651,1,1,0.0021,abcdfghijklmoqrst
gênio,524367,1,1,0.0019,abcdfghijklmnoqrst
gíbio,0,0.99,0,0,cdfghjk
gídio,0,0.99,0,0,cdfghjk
gígia,99,1,0.0001,0.004,cdfghijklm
gígis,11,0.99,0,0,cdfghjk
gília,93,1,0.0006,0.002,cdfghijklmoq
gíria,91766,1,0.9881,0.0107,abcdfhijklmoqrst
gírio,1202,1,0.002,0.004,cdfghijklmoqst
góbia,0,0.01,0,0,cfj
góbio,207,0.9999,0.0006,0.004,cdfghijkm
gódia,149,1,0.0001,0.0027,cdfghijklm
gônio,340,1,0.002,0.0025,acdfghijklmoqs
gônis,99,1,0.0011,0,cdfghijkmoq
gúlua,0,0.01,0,0,cfj
gúlue,0,0.99,0,0,cdfghjk
habés,464,0.5,0.0003,0.0067,cfjlm
hacas,0,0.01,0,0,cfj
hacer,124957,1,0.0119,0,cdfghijklmqs
hacos,0,0.5,0,0,cfjlm
hacus,0,0.01,0,0,cfj
hadji,646,1,0.0037,0,cdfghijkmoq
haiku,6092,0.01,0.0011,0,dho
hajam,71650,0.999,0.0212,0,bcdfhijm
hajas,9968,0.99,0.0006,0,bcdfhij
hajes,5,0.01,0,0,cfj
hajib,20,0.001,0,0,lq
hajul,13,1,0,0,cdfghijklmq
hakka,336,0.01,0.0006,0,dho
halas,76,0.01,0.0006,0,cfj
halde,16,0.999,0,0,cdfghijk
haler,28,0.999,0.0001,0,cdfghijk
halfe,18,0.999,0,0,cdfghijk
halma,219,0.999,0,0,cdfghijk
halos,6756,0.99,0.0212,0,bcdfhij
halvá,161,0.99,0.0002,0.0041,cdfghjk
hamba,96,0.999,0.0002,0,cdfghijk
hamsa,942,0.999,0.0001,0,cdfghijk
handa,456,0.999,0.0003,0,cdfghijk
hango,37,1,0.0001,0,cdfghijklmqs
hanha,125,0.999,0,0,cdfghijk
hanoa,0,0.999,0,0,cdfghijk
hansa,1562,1,0.0011,0,cdfghijklmoqs
haoma,162,0.999,0.0001,0,cdfghijk
haplo,126,0.999,0.0001,0,cdfghijk
hapto,105,0.999,0.0001,0,cdfghijk
haras,21813,1,0.5732,0.4748,abcdfghijkmoqst
harda,60,1,0.0001,0.004,cdfghijkms
haris,201,0.01,0.0002,0,cfj
harlo,111,1,0,0,cdfghijklmqs
harpa,129650,1,0.8874,0.0226,abcdfghijklmoqrs
harpe,183,0.9999,0.0011,0,cdfhjlmqs
harpo,173,0.5,0.0003,0,cdfhj
harto,1082,1,0.002,0,cdfghijklmoqst
harão,14,0.999,0,0,cdfghijk
harém,33820,1,0.9881,0.0048,abcdfghijklmnoqrst
hashi,6926,0.0911,0.0037,0.0392,dhos
hasta,157414,1,0.1863,0,acdfhjklmoqrst
haste,151637,1,0.4268,0,abcdfghijklmnoqrst
haura,235,0.999,0.0011,0.4978,cdfghijk
haure,1403,0.99,0.0001,0,bcdfhij
hauri,399,0.99,0.0001,0,bcdfhij
hauro,1,0.5,0,0,cdfhj
hauçá,1200,1,0.0119,0.002,cdfghjklmoq
havei,225,0.99,0.0001,0,bcdfhij
haver,2849161,1,0.4268,0,abcdfghijklmnopqst
havia,8957766,0.9999,0.2922,0.002,bcdfhijmp
hebro,3,0.999,0,0.004,cdfghijk
hecto,454,0.999,0.0002,0.004,cdfghijk
hedge,29260,0.0911,0.0119,0,dhmo
hedra,845,1,0.0003,0,cdfghijklmq
hedus,0,0.01,0,0,cfj
heire,12,0.01,0,0,lmq
hemal,161,1,0.0001,0,cdfghijklmqs
hemes,81,0.01,0.0001,0.2249,cfj
hemis,99,0.01,0.0001,0,cfj
hemos,33025,0.0911,0.0119,0,cfhj
henas,151,0.01,0,0,cfj
henna,22379,0.01,0.002,0,lqr
henry,31294,1,0.0119,0.008,acdfghjkmoqs
henês,321,0.01,0.0001,0,cfj
hepas,1,0.01,0,0,cfj
hepta,8293,0.9999,0.0037,0.004,cdfghijkm
heras,4958,0.999,0.0119,0.004,bcdfghij
herda,31583,0.99,0.9342,0.0022,bcdfhij
herde,2489,0.99,0.002,0.0041,bcdfhij
herdo,641,1,0.002,0,bcdfhijlmq
heres,1112,0.01,0.0037,0.1828,cfj
heril,91,1,0.0001,0.004,cdfghijklmoqs
heris,370,0.01,0.0001,0.3672,cfj
herma,1440,1,0.0006,0,acdfghijklmoq
heroo,53,1,0.0001,0,cdfghijkmo
herse,161,0.999,0.0001,0.004,cdfghijk
hertz,14044,1,0.1126,0.004,acdfghijkmoqrs
heréu,58,1,0.0002,0,cdfghijklmoqs
herói,1225231,1,0.9999,0.0591,abcdfghijklmnoqrs
hesse,2156,0.001,0.0011,0,ag
hetai,768,0.01,0,0,cfj
hetam,0,0.01,0,0,cfj
hetar,0,0.999,0,0,cdfghijk
hetas,1,0.01,0,0,cfj
hetei,0,0.01,0,0,cfj
hetem,89,0.01,0,0,cfj
hetes,22,0.01,0.0001,0,cfj
heteu,2933,1,0.0006,0,cdfghijkmos
hetmã,0,0.999,0,0,cdfghijk
hetol,12,1,0,0,cdfghijklm
hetou,0,0.01,0,0,cfj
heveu,817,0.999,0.0001,0,cdfghijk
hexal,164,0.999,0,0,cdfghijk
hexil,199,1,0.0006,0,cdfghijkmo
hexis,535,0.01,0.0002,0.1833,cfj
hexol,26,0.9999,0,0,cdfghijkm
hezas,0,0.01,0,0,cfj
hiais,0,0.01,0,0,cfj
hialo,39,0.9999,0,0,cdfghijkm
hiate,328,0.001,0.0001,0,lq
hiato,85088,1,0.2922,0,abcdfghijklmnoqrst
hiava,0,1,0,0,cdfghijklmq
hicas,87,0.01,0.0001,0,cfj
hicos,0,0.01,0,0,cfj
hicsa,100,0.01,0.0001,0,cfj
hicso,199,0.9999,0.0001,0,acdfghijk
hidno,0,0.999,0,0,cdfghijk
hidra,11332,1,0.0376,0.004,acdfghjklmoqs
hidro,89670,1,0.1863,0,cdfghijklmqs
hiena,15524,1,0.0658,0,abcdfghijklmoqrs
hifal,144,0.999,0.0001,0,cdfghijk
hifas,8333,0.01,0.002,0,cfj
higgs,31309,0.99,0.2922,0.1794,dghijko
higra,206,0.99,0.0001,0,cfjlmqs
higro,303,0.999,0.0002,0,cdfghijk
hilar,1258,1,0.0006,0,cdfghijkmoqs
hilas,58,0.01,0,0,cfj
hilos,2151,0.5,0.0001,0,cdfhj
hilés,0,0.01,0,0,cfj
himba,219,1,0.0001,0,cdfghijklmqs
hinam,6,0.5,0,0,cdfhj
hinas,2,0.5,0,0,cdfhj
hindu,70844,1,0.1863,0,abcdfghijklmoqrst
hinem,1,0.5,0,0,cdfhj
hines,700,0.5,0.0006,0,cdfhj
hinga,2,0.01,0,0,cfj
hingo,71,0.999,0,0,cdfghijk
hinia,0,0.5,0,0,cdfhj
hinir,23,1,0.0001,0,acdfghijkoqst
hinis,0,0.5,0,0,cdfhj
hiniu,0,0.5,0,0,cdfhj
hinos,195244,0.99,0.2922,0,bcdfhij
hiper,194494,0.9999,0.1126,0.0035,acdfghijk
hipno,591,0.999,0.0037,0,cdfghijk
hipos,854,0.01,0.0001,0.183,cfj
hipta,0,0.01,0,0,cfj
hipte,0,0.999,0,0,cdfghijk
hirco,47,1,0.0002,0,cdfghijklmoqs
hirpa,0,0.01,0,0,cfj
hirpo,0,0.999,0,0,cdfghijk
hirta,3163,0.5,0.0212,0.0079,cdfhj
hirte,0,0.01,0,0,cfj
hirto,4415,1,0.002,0,acdfhjklmnoqrst
hispa,1046,0.01,0.0011,0.1274,cfj
hispe,0,0.01,0,0,cfj
hispo,113,0.01,0,0,cfj
histo,2994,0.9999,0.0037,0.0041,cdfghijkm
hobby,175602,1,0.1863,0,acdghjkmoqrs
hobos,385,0.01,0.0003,0,cfj
hoias,0,0.01,0,0,cfj
holas,266,0.01,0.0003,0,cfj
holco,0,0.999,0,0,cdfghijk
holos,8169,0.01,0.0011,0.1776,cfj
holão,0,1,0,0,cdfghijklmq
homba,0,0.01,0,0,cfj
hombo,24,1,0,0,cdfghijklmqs
homea,716,0.01,0,0,cfj
homem,15223980,1,0.4268,0.0027,abcdfghijklmnopqrst
homeo,747,0.999,0.0006,0.004,cdfghijk
homos,5671,0.9089,0.0119,0.0044,cdfhjo
homum,27,1,0,0,cdfghijklmqs
homus,5201,0.0911,0.002,0,dhor
homão,2014,0.9999,0.0006,0,cdfghijko
honas,0,0.01,0,0,cfj
honga,37,0.01,0,0,cfj
hongo,702,0.999,0.0037,0.004,cdfghijk
honor,19698,1,0.0376,0.004,cdfghijklmoqs
honra,1669631,1,0.9999,0.1147,abcdfghijklmoqrst
honre,14727,0.99,0.0119,0.0041,bcdfhij
honro,5788,0.99,0.0066,0,bcdfhij
hopis,478,0.0911,0.002,0,cfjr
hoplo,1,0.999,0,0,cdfghijk
hopos,1,0.01,0,0,cfj
horai,93,0.0911,0.0001,0.0788,cfhj
horal,779,1,0.0011,0,cdfghijklmoqs
horam,619,0.0911,0.0002,0.0394,cfhj
horar,2559,1,0.0037,0,cdfghijklms
horas,13327613,1,0.4268,0.0016,bcdfghijmprs
horda,43048,1,0.1863,0,abcdfghijklmoqrst
horei,226,0.0911,0.0002,0,cfhj
hores,417,0.0911,0.0001,0,cfhj
horeu,211,0.999,0.0001,0,cdfghijk
horou,69,0.0911,0.0001,0,cfhj
horrá,2094,1,0.0037,0.0074,cdfghijklmq
horsa,189,1,0.0001,0,cdfghijklmqs
horta,468087,1,0.998,0.2582,abcdfghijklmoqrs
horte,166,0.5,0.0001,0,cdfhj
horto,28052,1,0.2922,0,abcdfghijkmoqrs
horus,34453,0.001,0.0037,0.4765,qr
horão,306,0.999,0.0001,0,cdfghijk
hosco,80,1,0.0002,0,cdfghijklmoqs
hosta,782,0.01,0.0001,0,cfj
hoste,6751,1,0.0037,0,acdfghijklmnoqrs
hotel,10724819,1,0.4268,0.0034,abcdfghijklmnoqrs
hotes,3968,0.01,0,0.1811,cfj
houva,114,0.001,0.0001,0,cf
houve,3636303,0.999,0.2922,0,bcdfhijm
houvi,3413,0.001,0.0006,0.3008,cf
houvo,1004,0.001,0,0,cf
hovas,16,0.0911,0,0.041,cfjs
hoxas,0,0.01,0,0,cfj
https,1406046,0.0911,0.0011,0,gijk
huala,13,0.999,0,0,cdfghijk
huamã,2,0.999,0,0,cdfghijk
huane,46,0.999,0,0,cdfghijk
huari,116,0.9999,0.0006,0.004,cdfghijkm
hubis,0,0.01,0,0,cfj
hubos,4,0.01,0,0,cfj
hudes,6,0.01,0,0,cfj
huela,100,0.999,0.0002,0,cdfghijk
huido,199,1,0.0001,0,cdfghijklmq
huini,0,0.999,0,0,cdfghijk
hulas,69,0.01,0.0001,0,cfj
hulha,5569,1,0.0066,0,abcdfghijklmnoqrst
humba,71,0.01,0.0001,0,cfj
humbe,188,0.999,0.0001,0,cdfghijk
humbi,176,0.999,0,0,cdfghijk
humbo,113,0.999,0.0001,0,cdfghijk
humor,2495574,1,0.998,0.3316,abcdfghijklmnoqrst
humos,1617,0.01,0.0002,0,cfj
humui,0,0.001,0,0,lq
hungo,17,1,0.0001,0,cdfghijklmqs
hunos,9132,1,0.0212,0,bcdfhijlqs
huras,43,0.01,0,0,cfj
huris,427,0.01,0,0,cfj
hurra,3098,1,0.0119,0,abcdfghijkmoqs
husas,0,0.01,0,0,cfj
husky,10102,0.5,0.0066,0,dhmoq
husma,12,0.999,0,0,cdfghijk
hutus,5528,0.0911,0.0037,0,cfjq
huíla,555,0.99,0.0001,0,cdfghjk
huíos,76,0.01,0.0001,0,cfj
hábia,591,0.99,0.0003,0.0041,cdfghjk
hábil,176085,1,0.9989,0.0035,abcdfghijklmnoqrst
háden,5673,0.999,0.0006,0.0046,cdfghjko
hájis,28,0.01,0,0.2904,cfj
hálex,5501,0.99,0.0001,0.0046,cdfghjk
hális,214,0.99,0.0001,0.0041,cdfghjk
hálux,4964,1,0.0212,0.004,cdfghijkmors
hápax,1187,1,0.0011,0.004,cdfghijkmoqr
hânia,0,0.01,0,0,cfj
hânio,0,0.99,0,0,cdfghjk
héduo,0,0.99,0,0,cdfghjk
hélas,2597,0.9089,0.0011,0.1135,cdfhjo
hélia,17714,0.5,0.0376,0.0109,cfjlm
hélio,470566,1,0.9994,0.4571,abcdfghijklmoqrs
hélix,4955,1,0.5732,0.004,cdfghijklmoqs
hépar,5,0.0911,0,0,dhlm
hépia,0,0.9999,0,0,cdfghijkm
hévea,971,1,0.0212,0.0079,cdfghijklmnoqs
híala,0,1,0,0,cdfghijklm
hífen,69143,1,0.9624,0.0081,abcdfghijklmoqrst
hília,0,0.99,0,0,cdfghjk
hímen,16303,1,0.8874,0.004,abcdfghijklmoqrs
híndi,15962,1,0.9342,0.004,acdfghijkmoqrs
hírax,105,0.99,0.0002,0,cdfghjk
híria,3,0.99,0,0,cdfghjk
hópea,0,0.99,0,0,cdfghjk
hópia,0,0.99,0,0,cdfghjk
hósis,0,0.01,0,0,cfj
hóssi,0,0.99,0,0,cdfghjk
hóvea,1,1,0,0,cdfghijklms
hóyas,0,0.01,0,0,cfj
húmea,12,0.99,0,0,cdfghjk
húmil,59,1,0.0001,0,cdfghjklos
húmis,0,0.001,0,0,cf
húmus,33125,1,0.9881,0,abcdfghijklmoqrs
iabás,777,0.01,0.0001,0.1847,cfj
iacas,119,0.5,0,0,cfjlq
iacus,0,0.01,0,0,cfj
iaera,0,0.999,0,0,cdfghijk
iagas,0,0.01,0,0,cfj
iagos,19,0.01,0,0,cfj
iaguá,151,0.9999,0.0006,0.004,cdfghijkm
iagês,0,0.01,0,0,cfj
iaiás,212,0.0911,0.0001,0.0373,cfgj
ialés,0,0.01,0,0,cfj
iamas,215,0.01,0.0001,0,cfj
iambe,18,0.999,0,0.004,cdfghijk
iambo,278,1,0.0011,0,cdfghijklmoqs
iamém,1,0.99,0,0,cdfghjk
iaméu,11,0.99,0,0,cdfghjk
ianam,37,0.9999,0.0001,0,cdfghijko
iande,596,1,0.0001,0.0041,cdfghijklm
iandu,39,0.999,0,0,cdfghijk
ianga,1,0.999,0,0,cdfghijk
iansã,43775,0.9999,0.1126,0.0241,adghijkmo
ianvo,0,0.999,0,0,cdfghijk
ianôs,0,0.01,0,0,cfj
iapas,1814,0.01,0.0003,0,cfj
iapus,0,0.01,0,0,cfj
iaque,2296,1,0.0066,0,acdfghijklmoqrs
iaras,6334,0.0911,0.0066,0.0404,cfij
iasos,2,0.01,0,0,cfj
iasão,0,0.01,0,0,cfj
iatal,0,0.999,0,0,cdfghijk
iataí,337,1,0.0001,0.0037,cdfghijkloqs
iates,24880,0.99,0.0119,0,bcdfhij
iatro,83,0.999,0.0001,0,cdfghijk
iatás,10,0.01,0,0.2903,cfj
iauma,1,0.999,0,0,cdfghijk
iaupê,5,0.01,0,0,dgh
iauôs,1,0.01,0,0,cfj
iavés,16,0.01,0,0,cfj
iaúva,0,0.01,0,0,cfj
iaúvo,0,0.999,0,0,cdfghijk
ibalé,24,0.99,0,0,cdfghjk
ibaró,35,0.9999,0.0003,0.008,cdfghijkm
ibeji,1452,1,0.0011,0.006,cdfghijkoq
ibera,577,0.5,0.0003,0,cdfhj
ibere,46526,0.9999,0.0119,0.4983,cdfghijkm
ibero,32789,1,0.0212,0.0081,abcdfghijklmoqs
ibins,0,0.01,0,0,cfj
ibira,9211,1,0.0212,0.4754,cdfghijklmoq
ibiri,366,0.9999,0.0002,0.004,cdfghijko
ibiró,0,0.99,0,0,cdfghjk
iblas,0,0.01,0,0,cfj
iboga,781,1,0.0006,0,cdfghijklmqs
ibope,159273,1,0.0658,0,acdfghijkmqst
iboza,0,0.999,0,0,cdfghijk
ibuns,1,0.01,0,0,cfj
icaco,257,0.9999,0.0006,0,cdfghijkm
icala,8,0.999,0,0,cdfghijk
icaçu,0,0.9999,0,0,cdfghijkm
icaús,0,0.01,0,0,cfj
icbal,0,0.999,0,0,cdfghijk
